代码,名称,原总市值(亿),预测总市值(亿),市值差比率
300532,今天国际,29.6,37.03,25.10%
300534,陇神戎发,18.0,19.98,11.00%
300535,达威股份,13.8,20.47,48.33%
300537,广信材料,20.2,10.48,-48.12%
300539,横河模具,18.0,28.08,56.00%
300540,深冷股份,15.9,32.23,102.70%
300541,先进数通,25.9,39.3,51.74%
300542,新晨科技,22.3,37.58,68.52%
300543,朗科智能,20.3,32.52,60.20%
300545,联得装备,28.5,52.26,83.37%
300546,雄帝科技,35.0,75.24,114.97%
300547,川环科技,20.9,30.44,45.65%
300548,博创科技,30.6,84.9,177.45%
300549,优德精密,16.1,23.61,46.65%
300550,和仁科技,37.4,135.12,261.28%
300551,古鳌科技,12.8,25.47,98.98%
300552,万集科技,16.7,30.09,80.18%
300554,三超新材,18.1,38.38,112.04%
300555,路通视信,18.0,21.85,21.39%
300556,丝路视觉,19.6,46.47,137.09%
300557,理工光科,13.1,59.37,353.21%
300558,贝达药业,127.0,133.35,5.00%
300559,佳发教育,52.7,117.75,123.43%
300561,汇金科技,22.8,32.61,43.03%
300563,神宇股份,20.3,55.95,175.62%
300565,科信技术,31.4,43.41,38.25%
300566,激智科技,20.6,36.23,75.87%
300567,精测电子,82.3,163.85,99.09%
300568,星源材质,43.4,46.67,7.53%
300570,太辰光,43.5,46.15,6.09%
300571,平治信息,49.5,120.79,144.02%
300572,安车检测,55.0,140.34,155.16%
300573,兴齐眼药,13.9,31.55,126.98%
300575,中旗股份,31.9,52.4,64.26%
300576,容大感光,17.5,33.34,90.51%
300577,开润股份,64.9,101.15,55.86%
300578,会畅通讯,24.0,54.36,126.50%
300579,数字认证,28.6,64.15,124.30%
300580,贝斯特,27.0,19.16,-29.04%
300581,晨曦航空,24.1,38.76,60.83%
300582,英飞特,20.4,21.21,3.97%
300583,赛托生物,36.7,29.66,-19.18%
300584,海辰药业,27.3,59.41,117.62%
300585,奥联电子,15.0,28.31,88.73%
300586,美联新材,26.6,32.64,22.71%
300587,天铁股份,20.3,19.44,-4.24%
300588,熙菱信息,19.7,43.17,119.14%
300589,江龙船艇,24.6,44.73,81.83%
300591,万里马,18.7,23.5,25.67%
300592,华凯创意,11.7,22.1,88.89%
300593,新雷能,20.3,48.86,140.69%
300595,欧普康视,90.2,149.08,65.28%
300596,利安隆,48.3,82.24,70.27%
300598,诚迈科技,17.1,49.55,189.77%
300599,雄塑科技,31.5,16.3,-48.25%
300600,瑞特股份,35.6,46.03,29.30%
300601,康泰生物,206.0,175.7,-14.71%
300602,飞荣达,68.9,105.6,53.27%
300603,立昂技术,26.4,73.84,179.70%
300604,长川科技,46.2,105.55,128.46%
300605,恒锋信息,16.9,33.75,99.70%
300607,拓斯达,42.3,82.0,93.85%
300608,思特奇,19.2,43.96,128.96%
300609,汇纳科技,30.0,84.81,182.70%
300610,晨化股份,19.3,15.91,-17.56%
300611,美力科技,16.2,18.31,13.02%
300613,富瀚微,42.4,208.83,392.52%
300616,尚品宅配,120.0,171.07,42.56%
300617,安靠智电,23.6,39.08,65.59%
300618,寒锐钴业,136.0,202.55,48.93%
300619,金银河,21.7,66.5,206.45%
300620,光库科技,40.4,121.71,201.26%
300621,维业股份,20.8,19.39,-6.78%
300622,博士眼镜,15.1,25.79,70.79%
300623,捷捷微电,45.0,53.23,18.29%
300624,万兴科技,37.1,106.31,186.55%
300625,三雄极光,40.3,19.3,-52.11%
300626,华瑞股份,16.1,29.23,81.55%
300627,华测导航,44.6,66.48,49.06%
300629,新劲刚,17.4,46.86,169.31%
300630,普利制药,80.0,154.7,93.37%
300631,久吾高科,15.9,30.84,93.96%
300632,光莆股份,25.2,39.89,58.29%
300633,开立医疗,100.0,93.25,-6.75%
300634,彩讯股份,102.0,79.99,-21.58%
300635,达安股份,26.0,49.64,90.92%
300636,同和药业,15.2,29.19,92.04%
300637,扬帆新材,33.1,64.92,96.13%
300638,广和通,34.0,82.0,141.18%
300639,凯普生物,25.8,39.1,51.55%
300640,德艺文创,14.7,19.94,35.65%
300642,透景生命,33.6,69.07,105.57%
300643,万通智控,18.0,27.03,50.17%
300644,南京聚隆,22.3,63.72,185.74%
300647,超频三,33.4,45.35,35.78%
300648,星云股份,24.3,49.28,102.80%
300649,杭州园林,29.8,63.41,112.79%
300650,太龙照明,14.9,22.91,53.76%
300651,金陵体育,37.1,131.48,254.39%
300652,雷迪克,17.7,22.5,27.12%
300653,正海生物,36.3,124.02,241.65%
300654,世纪天鸿,19.6,36.61,86.79%
300655,晶瑞股份,20.9,40.78,95.12%
300656,民德电子,19.1,45.93,140.47%
300657,弘信电子,32.3,84.27,160.90%
300658,延江股份,17.8,17.92,0.67%
300659,中孚信息,26.9,66.32,146.54%
300660,江苏雷利,36.3,12.43,-65.76%
300661,圣邦股份,57.4,201.82,251.60%
300662,科锐国际,50.2,86.77,72.85%
300663,科蓝软件,28.5,57.13,100.46%
300664,鹏鹞环保,49.1,28.13,-42.71%
300665,飞鹿股份,13.4,25.97,93.81%
300666,江丰电子,89.6,154.15,72.04%
300668,杰恩设计,19.1,37.58,96.75%
300670,大烨智能,32.9,49.0,48.94%
300671,富满电子,25.0,48.61,94.44%
300672,国科微,42.8,110.08,157.20%
300673,佩蒂股份,48.1,95.08,97.67%
300674,宇信科技,124.0,101.61,-18.06%
300675,建科院,39.6,100.35,153.41%
300676,华大基因,240.0,272.15,13.40%
300677,英科医疗,29.7,35.08,18.11%
300678,中科信息,35.3,60.91,72.55%
300679,电连技术,65.1,42.58,-34.59%
300680,隆盛科技,12.9,28.25,118.99%
300681,英搏尔,27.4,74.9,173.36%
300682,朗新科技,70.8,72.91,2.98%
300683,海特生物,28.3,13.69,-51.63%
300685,艾德生物,53.9,121.81,125.99%
300686,智动力,23.1,35.88,55.32%
300687,赛意信息,29.7,40.89,37.68%
300688,创业黑马,26.5,109.81,314.38%
300689,澄天伟业,20.9,60.27,188.37%
300691,联合光电,31.7,61.31,93.41%
300692,中环环保,21.6,34.37,59.12%
300693,盛弘股份,22.2,35.64,60.54%
300694,蠡湖股份,46.9,58.52,24.78%
300695,兆丰股份,37.3,22.54,-39.57%
300696,爱乐达,27.4,51.63,88.43%
300697,电工合金,25.1,27.12,8.05%
300698,万马科技,24.1,54.17,124.77%
300699,光威复材,139.0,154.24,10.96%
300700,岱勒新材,22.5,60.99,171.07%
300701,森霸传感,26.1,69.97,168.08%
300702,天宇股份,36.6,44.69,22.10%
300703,创源文化,18.3,21.52,17.60%
300705,九典制药,27.3,35.38,29.60%
300706,阿石创,35.3,77.88,120.62%
300707,威唐工业,27.2,46.4,70.59%
300708,聚灿光电,28.0,44.61,59.32%
300709,精研科技,23.9,21.92,-8.28%
300710,万隆光电,16.8,39.2,133.33%
300711,广哈通信,32.4,61.69,90.40%
300713,英可瑞,21.0,35.45,68.81%
300715,凯伦股份,24.9,49.66,99.44%
300716,国立科技,18.1,17.91,-1.05%
300717,华信新材,14.9,20.16,35.30%
300718,长盛轴承,30.0,26.81,-10.63%
300719,安达维尔,29.9,42.0,40.47%
300721,怡达股份,16.1,8.84,-45.09%
300722,新余国科,25.8,80.46,211.86%
300723,一品红,44.5,64.96,45.98%
300724,捷佳伟创,99.0,92.26,-6.81%
300725,药石科技,57.0,162.3,184.74%
300726,宏达电子,73.5,57.12,-22.29%
300729,乐歌股份,19.8,35.6,79.80%
300730,科创信息,29.5,60.66,105.63%
300731,科创新源,21.3,44.83,110.47%
300732,设研院,45.5,49.38,8.53%
300733,西菱动力,26.5,29.09,9.77%
300735,光弘科技,61.8,44.58,-27.86%
300736,百邦科技,17.6,44.95,155.40%
300737,科顺股份,56.0,31.78,-43.25%
300738,奥飞数据,26.5,83.9,216.60%
300739,明阳电路,41.2,43.31,5.12%
300740,御家汇,49.0,47.94,-2.16%
300741,华宝股份,196.0,94.53,-51.77%
300742,越博动力,31.6,67.26,112.85%
300743,天地数码,25.4,98.26,286.85%
300745,欣锐科技,40.7,80.55,97.91%
300746,汉嘉设计,46.9,64.42,37.36%
300747,锐科激光,169.0,352.96,108.85%
300748,金力永磁,112.0,89.86,-19.77%
300749,顶固集创,29.3,56.52,92.90%
300750,宁德时代,1653.0,563.5,-65.91%
300751,迈为股份,72.5,314.81,334.22%
300752,隆利科技,44.5,125.31,181.60%
300760,迈瑞医疗,1275.0,471.82,-62.99%
